Original,POS
"In business analysis, business value is considered the return, in the form of elements such as time, money, goods, or intangibles in return for something exchanged (see Business Analysis for Practitioners: A Practice Guide, p.","['IN', 'NN', 'NN', ',', 'NN', 'NN', 'VBZ', 'VBN', 'DT', 'NN', ',', 'IN', 'DT', 'NN', 'IN', 'NNS', 'JJ', 'IN', 'NN', ',', 'NN', ',', 'NNS', ',', 'CC', 'NNS', 'IN', 'NN', 'IN', 'NN', 'VBN', '(', 'VB', 'NNP', 'NNP', 'IN', 'NNPS', ':', 'DT', 'NNP', 'NNP', ',', 'NN', '.']"
Business value in projects refers to the benefit that the results of a specific project provide to its stakeholders.,"['NN', 'NN', 'IN', 'NNS', 'NNS', 'TO', 'DT', 'NN', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', 'TO', 'PRP$', 'NNS', '.']"
"The benefit from projects may be tangible, intangible, or both.","['DT', 'NN', 'IN', 'NNS', 'MD', 'VB', 'JJ', ',', 'JJ', ',', 'CC', 'DT', '.']"
"Examples of tangible elements include: nuMonetary assets, nuStockholder equity, nuUtility, nuFixtures, nuTools, and nuMarket share.","['NNS', 'IN', 'JJ', 'NNS', 'VBP', ':', 'JJ', 'NNS', ',', 'NN', 'NN', ',', 'NN', ',', 'NNS', ',', 'NNS', ',', 'CC', 'NN', 'NN', '.']"
"Examples of intangible elements include: nuGoodwill, nuBrand recognition, nuPublic benefit, nuTrademarks, nuStrategic alignment, and nuReputation.","['NNS', 'IN', 'JJ', 'NNS', 'VBP', ':', 'NN', ',', 'DT', 'NN', ',', 'JJ', 'NN', ',', 'NNS', ',', 'JJ', 'NN', ',', 'CC', 'NN', '.']"
Project Initiation Context.,"['NN', 'NNP', 'NNP', '.']"
Organizational leaders initiate projects in response to factors acting upon their uu organizations.,"['JJ', 'NNS', 'VBP', 'NNS', 'IN', 'NN', 'TO', 'NNS', 'VBG', 'IN', 'PRP$', 'JJ', 'NNS', '.']"
"There are four fundamental categories for these factors, which illustrate the context of a project (see Figure 1-2): nuMeet regulatory, legal, or social requirements; nuSatisfy stakeholder requests or needs; nuImplement or change business or technological strategies; and nuCreate, improve, or fix products, processes, or services.","['EX', 'VBP', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'NNS', ',', 'WDT', 'VBP', 'DT', 'NN', 'IN', 'DT', 'NN', '(', 'VB', 'NNP', 'JJ', ')', ':', 'JJ', 'JJ', ',', 'JJ', ',', 'CC', 'JJ', 'NNS', ':', 'CC', 'VB', 'NNS', 'CC', 'NNS', ':', 'NN', 'CC', 'NN', 'NN', 'CC', 'JJ', 'NNS', ':', 'CC', 'VB', ',', 'VB', ',', 'CC', 'NN', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', '.']"
"Meet Regulatory, Satisfy Stakeholder Legal, or Social Requests or Needs Requirements Project Create, Improve, Implement or or Fix Products, Change Business Processes, or or Technological Services Strategies Figure 1-2.","['NNP', 'NNP', ',', 'NNP', 'NNP', 'NNP', ',', 'CC', 'NNP', 'NNPS', 'CC', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', 'CC', 'CC', 'NNP', 'NNPS', ',', 'NNP', 'NNP', 'NNPS', ',', 'CC', 'CC', 'JJ', 'NNS', 'NNPS', 'NNP', 'CD', '.']"
Project Initiation Context These factors influence an organization's ongoing operations and business strategies.,"['NN', 'NNP', 'NNP', 'DT', 'NNS', 'VBP', 'DT', 'NN', 'POS', 'JJ', 'NNS', 'CC', 'NN', 'NNS', '.']"
Leaders respond to these factors in order to keep the organization viable.,"['NNS', 'VBP', 'TO', 'DT', 'NNS', 'IN', 'NN', 'TO', 'VB', 'DT', 'NN', 'NN', '.']"
Projects provide the means for organizations to successfully make the changes necessary to deal with these factors.,"['NNS', 'VBP', 'DT', 'NNS', 'IN', 'NNS', 'TO', 'RB', 'VB', 'DT', 'NNS', 'JJ', 'TO', 'VB', 'IN', 'DT', 'NNS', '.']"
These factors ultimately should link to the strategic objectives of the organization and the business value of each project.,"['DT', 'NNS', 'RB', 'MD', 'VB', 'TO', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'CC', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', '.']"
Table 1-1 illustrates how example factors could align with one or more of the fundamental factor categories.,"['JJ', 'JJ', 'VBZ', 'WRB', 'NN', 'NNS', 'MD', 'VB', 'IN', 'CD', 'CC', 'JJR', 'IN', 'DT', 'JJ', 'NN', 'NNS', '.']"
Part 1 - Guide 8 Table 1-1.,"['NN', 'CD', ':', 'NNP', 'CD', 'NNP', 'JJ', '.']"
"Examples of Factors that Lead to the Creation of a Project Create, Improve, or Fix Products, Implement or Change Business or Technological Strategies Meet Regulatory, Legal, or Processes, or Services Social Requirements Satisfy Stakeholder Requests or Needs Specific Factor Examples of Specific Factors New technology An electronics firm authorizes a new project to develop a faster, cheaper, and smaller laptop based on advances in computer memory and electronics X X technology Competitive forces Lower pricing on products by a competitor results in the need to lower X production costs to remain competitive Material issues A municipal bridge developed cracks in some support members resulting in a X X project to fix the problems Political changes A newly elected official instigating project funding changes to a current project X Market demand A car company authorizes a project to build more fuel-efficient cars in response X X X to gasoline shortages Economic changes An economic downturn results in a change in the priorities for a current project X Customer request An electric utility authorizes a project to build a substation to serve a new industrial park X X Stakeholder demands A stakeholder requires that a new output be produced by the organization X Legal requirement A chemical manufacturer authorizes a project to establish guidelines for the X proper handling of a new toxic material Business process An organization implements a project resulting from a Lean Six Sigma value X improvements stream mapping exercise Strategic opportunity A training company authorizes a project to create a new course to increase its X X or business need revenues Social need A nongovernmental organization in a developing country authorizes a project to provide potable water systems, latrines, and sanitation education to X communities suffering from high rates of infectious diseases Environmental A public company authorizes a project to create a new service for electric car considerations sharing to reduce pollution X X 9 1.","['NNS', 'IN', 'NNS', 'WDT', 'VBP', 'TO', 'DT', 'NNP', 'IN', 'DT', 'NN', 'NNP', ',', 'NNP', ',', 'CC', 'NNP', 'NNPS', ',', 'NNP', 'CC', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'NNP', ',', 'CC', 'VBZ', ',', 'CC', 'NNPS', 'NNP', 'NNP', 'NNP', 'NNP', 'NNS', 'CC', 'NNP', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'NN', 'DT', 'NNS', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', 'DT', 'NN', ',', 'JJR', ',', 'CC', 'JJR', 'NN', 'VBN', 'IN', 'NNS', 'IN', 'NN', 'NN', 'CC', 'NNS', 'VBP', 'NNP', 'NN', 'NNP', 'NNS', 'NNP', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'NNS', 'IN', 'DT', 'NN', 'TO', 'VB', 'NNP', 'NN', 'NNS', 'TO', 'VB', 'JJ', 'NNP', 'NNS', 'NNP', 'JJ', 'NN', 'VBD', 'NNS', 'IN', 'DT', 'NN', 'NNS', 'VBG', 'IN', 'DT', 'NNP', 'NNP', 'NN', 'TO', 'VB', 'DT', 'NNS', 'NNP', 'NNS', 'NNP', 'RB', 'VBN', 'JJ', 'NN', 'NN', 'NN', 'NNS', 'TO', 'DT', 'JJ', 'NN', 'NN', 'NNP', 'NN', 'DT', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'JJR', 'JJ', 'NNS', 'IN', 'NN', 'NNP', 'NNP', 'NNP', 'TO', 'VB', 'NNS', 'NNP', 'NNS', 'DT', 'JJ', 'NN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'NNP', 'VBP', 'DT', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'VBZ', 'IN', 'DT', 'JJ', 'NN', 'VB', 'VBN', 'IN', 'DT', 'NN', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'NNS', 'IN', 'DT', 'NNP', 'IN', 'VBG', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'NNP', 'NN', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'VBG', 'IN', 'DT', 'JJ', 'NNP', 'NNP', 'NN', 'NNP', 'NNS', 'VBP', 'VBG', 'NN', 'NNP', 'NN', 'NNP', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'TO', 'VB', 'PRP$', 'NNP', 'NNP', 'CC', 'NN', 'VBP', 'NNS', 'NNP', 'VBP', 'NNP', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'JJ', 'NN', 'NNS', ',', 'NNS', ',', 'CC', 'NN', 'NN', 'TO', 'VB', 'NNS', 'VBG', 'IN', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', 'VBP', 'DT', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'NNS', 'VBG', 'TO', 'VB', 'NN', 'NNP', 'NNP', 'CD', 'CD', '.']"
"THE IMPORTANCE OF PROJECT MANAGEMENT Project management is the application of knowledge, skills, tools, and techniques to project activities to meet the project requirements.","['DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NN', ',', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'TO', 'VB', 'NNS', 'TO', 'VB', 'DT', 'NN', 'NNS', '.']"
Project management is accomplished through the appropriate application and integration of the project management processes identified for the project.,"['NNP', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NN', '.']"
Project management enables organizations to execute projects effectively and efficiently.,"['NNP', 'NN', 'VBZ', 'NNS', 'TO', 'VB', 'NNS', 'RB', 'CC', 'RB', '.']"
"Effective project management helps individuals, groups, and public and private organizations to: Meet business objectives; uu Satisfy stakeholder expectations; uu Be more predictable; uu Increase chances of success; uu Deliver the right products at the right time; uu Resolve problems and issues; uu Respond to risks in a timely manner; uu Optimize the use of organizational resources; uu Identify, recover, or terminate failing projects; uu Manage constraints (e.","['JJ', 'NN', 'NN', 'VBZ', 'NNS', ',', 'NNS', ',', 'CC', 'JJ', 'CC', 'JJ', 'NNS', 'TO', ':', 'NNP', 'NN', 'NNS', ':', 'JJ', 'NNP', 'NN', 'NNS', ':', 'JJ', 'NNP', 'RBR', 'JJ', ':', 'JJ', 'NNP', 'NNS', 'IN', 'NN', ':', 'JJ', 'NNP', 'DT', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', ':', 'JJ', 'NNP', 'NNS', 'CC', 'NNS', ':', 'JJ', 'NNP', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', ':', 'JJ', 'NNP', 'DT', 'NN', 'IN', 'JJ', 'NNS', ':', 'JJ', 'NNP', ',', 'NN', ',', 'CC', 'VB', 'JJ', 'NNS', ':', 'JJ', 'NN', 'NNS', '(', 'NN', '.']"
Balance the influence of constraints on the project (e.,"['VB', 'DT', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NN', '(', 'NN', '.']"
Manage change in a better manner.,"['NN', 'NN', 'IN', 'DT', 'JJR', 'NN', '.']"
"Poorly managed projects or the absence of project management may result in: Missed deadlines, uu Cost overruns, uu Poor quality, uu Rework, uu Uncontrolled expansion of the project, uu Loss of reputation for the organization, uu Unsatisfied stakeholders, and uu Failure in achieving the objectives for which the project was undertaken.","['RB', 'VBN', 'NNS', 'CC', 'DT', 'NN', 'IN', 'NN', 'NN', 'MD', 'VB', 'IN', ':', 'JJ', 'NNS', ',', 'JJ', 'NNP', 'NNS', ',', 'JJ', 'NNP', 'NN', ',', 'JJ', 'NNP', ',', 'NN', 'VBD', 'NN', 'IN', 'DT', 'NN', ',', 'JJ', 'NNP', 'IN', 'NN', 'IN', 'DT', 'NN', ',', 'JJ', 'NNP', 'NNS', ',', 'CC', 'JJ', 'NN', 'IN', 'VBG', 'DT', 'NNS', 'IN', 'WDT', 'DT', 'NN', 'VBD', 'VBN', '.']"
Projects are a key way to create value and benefits in organizations.,"['NNS', 'VBP', 'DT', 'JJ', 'NN', 'TO', 'VB', 'NN', 'CC', 'NNS', 'IN', 'NNS', '.']"
"In today's business environment, organizational leaders need to be able to manage with tighter budgets, shorter timelines, scarcity of resources, and rapidly changing technology.","['IN', 'NN', 'POS', 'NN', 'NN', ',', 'JJ', 'NNS', 'VBP', 'TO', 'VB', 'JJ', 'TO', 'VB', 'IN', 'JJR', 'NNS', ',', 'JJR', 'NNS', ',', 'NN', 'IN', 'NNS', ',', 'CC', 'RB', 'VBG', 'NN', '.']"
The business environment is dynamic with an accelerating rate of change.,"['DT', 'NN', 'NN', 'VBZ', 'JJ', 'IN', 'DT', 'VBG', 'NN', 'IN', 'NN', '.']"
"To remain competitive in the world economy, companies are embracing project management to consistently deliver business value.","['TO', 'VB', 'JJ', 'IN', 'DT', 'NN', 'NN', ',', 'NNS', 'VBP', 'VBG', 'NN', 'NN', 'TO', 'RB', 'VB', 'NN', 'NN', '.']"
Part 1 - Guide 10 Effective and efficient project management should be considered a strategic competency within organizations.,"['NN', 'CD', ':', 'NNP', 'CD', 'NNP', 'CC', 'VB', 'NN', 'NN', 'MD', 'VB', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'NNS', '.']"
"It enables organizations to: Tie project results to business goals, uu Compete more effectively in their markets, uu Sustain the organization, and uu Respond to the impact of business environment changes on projects by appropriately adjusting project uu management plans (see Section 4.","['PRP', 'VBZ', 'NNS', 'TO', ':', 'NNP', 'NN', 'NNS', 'TO', 'NN', 'NNS', ',', 'JJ', 'NNP', 'RBR', 'RB', 'IN', 'PRP$', 'NNS', ',', 'JJ', 'VBP', 'DT', 'NN', ',', 'CC', 'JJ', 'NNP', 'TO', 'DT', 'NN', 'IN', 'NN', 'NN', 'NNS', 'IN', 'NNS', 'IN', 'RB', 'VBG', 'NN', 'JJ', 'NN', 'NNS', '(', 'VB', 'NNP', 'CD', '.']"
"RELATIONSHIP OF PROJECT, PROGRAM, PORTFOLIO, AND OPERATIONS MANAGEMENT 1.","['NNP', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', 'NNP', 'NNP', 'CD', '.']"
"OVERVIEW Using project management processes, tools, and techniques puts in place a sound foundation for organizations to achieve their goals and objectives.","['NNP', 'NNP', 'NN', 'NN', 'VBZ', ',', 'NNS', ',', 'CC', 'NNS', 'NNS', 'IN', 'NN', 'DT', 'NN', 'NN', 'IN', 'NNS', 'TO', 'VB', 'PRP$', 'NNS', 'CC', 'NNS', '.']"
"A project may be managed in three separate scenarios: as a stand-alone project (outside of a portfolio or program), within a program, or within a portfolio.","['DT', 'NN', 'MD', 'VB', 'VBN', 'IN', 'CD', 'JJ', 'NNS', ':', 'IN', 'DT', 'NN', 'NN', '(', 'IN', 'IN', 'DT', 'NN', 'CC', 'NN', ')', ',', 'IN', 'DT', 'NN', ',', 'CC', 'IN', 'DT', 'NN', '.']"
Project managers interact with portfolio and program managers when a project is within a program or portfolio.,"['NN', 'NNS', 'VBP', 'IN', 'NN', 'CC', 'NN', 'NNS', 'WRB', 'DT', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'CC', 'NN', '.']"
"For example, multiple projects may be needed to accomplish a set of goals and objectives for an organization.","['IN', 'NN', ',', 'JJ', 'NNS', 'MD', 'VB', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'NN', '.']"
"In those situations, projects may be grouped together into a program.","['IN', 'DT', 'NNS', ',', 'NNS', 'MD', 'VB', 'VBN', 'RB', 'IN', 'DT', 'NN', '.']"
"A program is defined as a group of related projects, subsidiary programs, and program activities managed in a coordinated manner to obtain benefits not available from managing them individually.","['DT', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNS', ',', 'NN', 'NNS', ',', 'CC', 'NN', 'NNS', 'VBD', 'IN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'NNS', 'RB', 'JJ', 'IN', 'VBG', 'PRP', 'RB', '.']"
Programs are not large projects.,"['NNS', 'VBP', 'RB', 'JJ', 'NNS', '.']"
A very large project may be referred to as a megaproject.,"['DT', 'RB', 'JJ', 'NN', 'MD', 'VB', 'VBN', 'TO', 'IN', 'DT', 'NN', '.']"
"As a guideline, megaprojects cost US$1billion or more, affect 1 million or more people, and run for years.","['IN', 'DT', 'NN', ',', 'VBZ', 'NN', 'NNP', '$', 'CD', 'CC', 'JJR', ',', 'JJ', 'CD', 'CD', 'CC', 'JJR', 'NNS', ',', 'CC', 'VB', 'IN', 'NNS', '.']"
Some organizations may employ the use of a project portfolio to effectively manage multiple programs and projects that are underway at any given time.,"['DT', 'NNS', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'TO', 'RB', 'VB', 'JJ', 'NNS', 'CC', 'NNS', 'WDT', 'VBP', 'RB', 'IN', 'DT', 'VBN', 'NN', '.']"
"A portfolio is defined as projects, programs, subsidiary portfolios, and operations managed as a group to achieve strategic objectives.","['DT', 'NN', 'VBZ', 'VBN', 'IN', 'NNS', ',', 'NNS', ',', 'NN', 'NNS', ',', 'CC', 'NNS', 'VBD', 'IN', 'DT', 'NN', 'TO', 'VB', 'JJ', 'NNS', '.']"
"Figure 1-3 illustrates an example of how portfolios, programs, projects, and operations are related in a specific situation.","['NN', 'CD', 'VBZ', 'DT', 'NN', 'IN', 'WRB', 'NNS', ',', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']"
"Program management and portfolio management differ from project management in their life cycles, activities, objectives, focus, and benefits.","['NNP', 'NN', 'CC', 'NN', 'NN', 'NN', 'IN', 'NN', 'NN', 'IN', 'PRP$', 'NN', 'NNS', ',', 'NNS', ',', 'NNS', ',', 'NN', ',', 'CC', 'NNS', '.']"
"However, portfolios, programs, projects, and operations often engage with the same stakeholders and may need to use the same resources (see Figure 1-3), which may result in a conflict in the organization.","['RB', ',', 'NNS', ',', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'RB', 'VBP', 'IN', 'DT', 'JJ', 'NNS', 'CC', 'MD', 'VB', 'TO', 'VB', 'DT', 'JJ', 'NNS', '(', 'VB', 'NNP', 'CD', ')', ',', 'WDT', 'MD', 'VB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
"This type of a situation increases the need for coordination within the organization through the use of portfolio, program, and project management to achieve a workable balance in the organization.","['DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', ',', 'NN', ',', 'CC', 'NN', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']"
"Figure 1-3 illustrates a sample portfolio structure indicating relationships between the programs, projects, shared resources, and stakeholders.","['NN', 'JJ', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'VBG', 'NNS', 'IN', 'DT', 'NNS', ',', 'NNS', ',', 'VBD', 'NNS', ',', 'CC', 'NNS', '.']"
The portfolio components are grouped together in order to facilitate the effective governance and management of the work that helps to achieve organizational strategies and priorities.,"['DT', 'NN', 'NNS', 'VBP', 'VBN', 'RB', 'IN', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN', 'WDT', 'VBZ', 'TO', 'VB', 'JJ', 'NNS', 'CC', 'NNS', '.']"
"Organizational and portfolio planning impact the components by means of prioritization based on risk, funding, and other considerations.","['NNP', 'CC', 'NN', 'NN', 'NN', 'DT', 'NNS', 'IN', 'NNS', 'IN', 'NN', 'VBN', 'IN', 'NN', ',', 'NN', ',', 'CC', 'JJ', 'NNS', '.']"
The portfolio view allows organizations to see how the strategic goals are reflected in the portfolio.,"['DT', 'NN', 'NN', 'VBZ', 'NNS', 'TO', 'VB', 'WRB', 'DT', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'NN', '.']"
"This portfolio view also enables the implementation and coordination of appropriate portfolio, program, and project governance.","['DT', 'NN', 'NN', 'RB', 'VBZ', 'DT', 'NN', 'CC', 'NN', 'IN', 'JJ', 'NN', ',', 'NN', ',', 'CC', 'NN', 'NN', '.']"
"This coordinated governance allows authorized allocation of human, financial, and physical resources based on expected performance and benefits.","['DT', 'VBD', 'NN', 'NNS', 'VBN', 'NN', 'IN', 'NN', ',', 'JJ', ',', 'CC', 'JJ', 'NNS', 'VBN', 'IN', 'VBN', 'NN', 'CC', 'NNS', '.']"
Organizational Strategy Sample Portfolio Program Program Portfolio A B A Program Program B1 C Project Project Project Project Project Project Project Project Project Operations 1 2 3 4 5 6 7 8 9 Shared Resources and Stakeholders Figure 1-3.,"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'CD', 'NNP', 'NNPS', 'CC', 'NNPS', 'NNP', 'CD', '.']"
"Portfolio, Programs, Projects, and Operations Looking at project, program, and portfolio management from an organizational perspective: Program and project management focus on doing programs and projects the ""right"" way; and uu Portfolio management focuses on doing the ""right"" programs and projects.","['NNP', ',', 'NNP', ',', 'NNP', ',', 'CC', 'NNS', 'VBG', 'IN', 'NN', ',', 'NN', ',', 'CC', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', ':', 'NN', 'CC', 'NN', 'NN', 'NN', 'IN', 'VBG', 'NNS', 'CC', 'NNS', 'DT', '``', 'JJ', ""''"", 'NN', ':', 'CC', 'VB', 'NNP', 'NN', 'VBZ', 'IN', 'VBG', 'DT', '``', 'JJ', ""''"", 'NNS', 'CC', 'NNS', '.']"
"Table 1-2 gives a comparative overview of portfolios, programs, and projects.","['JJ', 'JJ', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', '.']"
Part 1 - Guide 12 Table 1-2.,"['NN', 'CD', ':', 'NNP', 'CD', 'NNP', 'JJ', '.']"
"Comparative Overview of Portfolios, Programs, and Projects Organizational Project Management Projects Programs Portfolios Definition A project is a temporary endeavor A program is a group of related A portfolio is a collection of projects, undertaken to create a unique projects, subsidiary programs, and programs, subsidiary portfolios, and product, service, or result.","['JJ', 'NNP', 'IN', 'NNP', ',', 'NNP', ',', 'CC', 'NNP', 'NNP', 'NNP', 'NNP', 'NNPS', 'NNP', 'NNP', 'NNP', 'NNP', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'VBN', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NNS', ',', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'NNS', ',', 'NN', 'NNS', ',', 'CC', 'NNS', ',', 'NN', 'NNS', ',', 'CC', 'NN', ',', 'NN', ',', 'CC', 'NN', '.']"
Scope Projects have defined objectives.,"['NN', 'NNS', 'VBP', 'VBN', 'NNS', '.']"
Programs have a scope that Portfolios have an organizational Scope is progressively elaborated encompasses the scopes of its scope that changes with the strategic throughout the project life cycle.,"['NNS', 'VBP', 'DT', 'NN', 'IN', 'NNP', 'VBP', 'DT', 'JJ', 'NN', 'VBZ', 'RB', 'JJ', 'VBZ', 'DT', 'NNS', 'IN', 'PRP$', 'NN', 'IN', 'VBZ', 'IN', 'DT', 'JJ', 'IN', 'DT', 'NN', 'NN', 'NN', '.']"
